Date of Birth,Weight,Functional Threshold Power,Maximum Heartrate,Athlete Type,Measurement Preference,Date Preference,Chart Preference,Email Language,Pace Zone Time,Pace Zone Distance,Default Leaderboard View
"Aug 1, 1981",59.4 kg,289 W,182,Runner,Metric,mm/dd/YYYY,Week,English,0:51:52,Ten Kilometers,All
