Goal Type,Activity Type,Goal,Start Date,End Date,Segment ID,Time Period,Interval Time
Count,Swim,2.0,"Jul 8, 2025, 8:17:47 AM",,,Week
Distance Goal,Run,43000.0,"Apr 4, 2025, 2:21:50 AM",,,Week
Distance Goal,Run,170000.0,"Apr 4, 2025, 2:21:27 AM",,,Month
Distance Goal,Run,100000.0,"Oct 2, 2024, 8:29:40 PM","Apr 4, 2025, 2:21:27 AM",,Month
Count,HIIT,3.0,"May 26, 2025, 8:10:23 AM",,,Week
Distance Goal,Run,25000.0,"Oct 3, 2024, 9:19:47 AM","Apr 4, 2025, 2:20:55 AM",,Week
Distance Goal,Run,35000.0,"Apr 4, 2025, 2:20:55 AM","Apr 4, 2025, 2:21:50 AM",,Week
